yyyy,mm,dd,latitude,longitude,depth,mag,magType
1998,8,25,29.961,88.091,33,4.4,mb
1998,8,25,30.099,88.054,33,4.1,mb
1998,8,25,29.976,88.105,33,4.4,mb
1998,8,25,30.299,88.112,33,4.6,mb
1998,8,28,30.191,88.15,33,5,mwc
1998,8,30,30.044,88.077,33,5,ms
1998,8,30,29.904,87.989,33,4,mb
1998,8,30,30.034,88.081,33,4.6,mb
1998,9,3,27.85,86.941,33,5.6,mb
1998,9,3,27.65,86.802,33,4.4,mb
1998,9,3,27.729,86.88,33,4.1,mb
1998,9,3,27.6,86.733,33,4.6,mb
1998,9,4,27.455,86.464,33,4.1,mb
1998,9,4,27.777,86.793,33,4.2,mb
1998,9,6,27.859,86.895,33,4.6,mb
1998,9,7,30.27,88.129,33,4.7,mb
1998,9,8,30.344,88.141,33,4.4,mb
1998,9,10,27.199,88.341,33,4.7,mb
1998,9,12,27.852,86.9,33,4.2,mb
1998,9,21,29.94,88.005,33,4.1,mb
1998,9,30,29.948,88.117,33,5.2,mwc
1998,10,2,29.17,85.136,33,4.2,mb
1998,10,5,30.203,88.298,33,5.2,mwc
1998,10,24,30.405,88.155,45.9,4.1,mb
1998,11,14,31.081,86.514,33,4.2,mb
1998,11,26,27.753,87.894,73.1,5.1,mb
1998,12,1,27.935,87.649,33,4.8,mb
1998,12,25,30.328,86.472,33,4.4,mb
1999,2,1,28.492,83.188,33,4.2,mb
1999,3,19,27.748,85.609,33,4.5,mb
1999,4,24,28.379,81.161,33,4.3,mb
1999,5,28,29.356,81.003,33,4.3,mb
1999,8,1,28.442,86.733,40.2,5.2,mb
1999,9,5,28.159,87.413,33,4.5,mb
1999,10,3,30.172,88.116,33,4.3,mb
1999,11,16,30.385,82.773,33,4.6,mb
1999,12,1,30.024,81.444,33,4.5,mb
1999,12,21,30.938,86.224,33,4,mb
1999,12,25,30.314,87.689,33,4.1,mb
2000,1,11,31.336,86.573,33,4,mb
2000,1,20,27.785,85.813,33,4.4,mb
2000,1,25,31.167,86.627,33,4,mb
2000,2,21,28.442,86.578,33,4.1,mb
2000,2,26,28.494,82.145,33,4.6,mb
2000,3,13,27.656,87.852,33,4.3,mb
2000,5,5,29.398,81.573,81.3,4.4,mb
2000,5,29,30.944,87.111,33,4.1,mb
2000,5,29,30.759,86.984,33,4.4,mb
2000,6,3,31.185,87.188,33,4.5,mb
2000,7,3,31.471,84.714,33,4.5,mb
2000,7,12,31.508,83.506,33,4.8,mb
2000,10,8,30.193,88.115,33,4.7,mb
2000,10,9,29.332,81.479,33,4.1,mb
2000,10,26,29.211,81.875,33,4.8,mb
2001,3,26,31.376,85.526,33,4.3,mb
2001,4,3,27.801,86.127,33,4.6,mb
2001,4,12,29.94,88.114,33,4.6,mb
2001,4,15,29.248,81.321,33,4.3,mb
2001,4,28,28.872,87.162,33,5.2,mb
2001,4,29,28.912,87.222,33,4.7,mb
2001,6,13,31.439,85.753,54.3,4.1,mb
2001,6,13,31.379,85.756,72.4,4.5,mb
2001,7,2,30.549,86.538,33,4.5,mb
2001,7,16,27.957,85.178,33,5,mb
2001,7,16,28.133,84,33,4.1,mb
2001,8,2,32.169,83.551,40.3,4.1,mb
2001,8,6,27.66,87.427,33,4.4,mb
2001,9,13,29.762,80.488,36,4.4,mb
2001,9,27,26.817,87.593,33,4.3,mb
2001,11,7,30.106,85.452,33,4.1,mb
2001,11,23,31.286,87.414,33,4.1,mb
2001,11,27,29.606,81.752,33,5.5,mwc
2001,11,27,29.39,81.631,33,4.8,mb
2001,11,27,29.548,81.745,33,5.4,mwc
2001,11,27,29.51,81.739,33,5.1,mb
2001,11,28,29.344,81.601,33,4.2,mb
2001,11,30,29.327,81.638,33,4.7,mb
2001,12,2,31.427,86.401,33,4.4,mb
2001,12,2,27.15,88.171,33,5.1,mb
2001,12,3,31.422,86.288,33,4,mb
2001,12,18,29.612,81.78,33,4.9,mb
2001,12,21,32.381,87.96,50.8,4.8,mb
2002,1,31,29.901,87.899,39.6,4.3,mb
2002,2,6,31.309,88.065,33,4.2,mb
2002,3,7,29.625,84.419,70,4.6,mb
2002,3,9,29.955,79.966,33,4.6,mb
2002,3,21,29.766,88.053,53.4,4.2,mb
2002,3,23,29.863,87.928,33,4.7,mb
2002,3,28,29.899,88.095,33,4.3,mb
2002,3,31,29.873,87.983,33,4.4,mb
2002,4,2,29.043,86.873,33,4.2,mb
2002,4,2,29.287,87.009,33,4.6,mb
2002,4,9,29.826,87.909,33,4,mb
2002,5,3,30.876,86.387,33,4.1,mb
2002,5,8,28.659,86.584,115.6,4,mb
2002,5,9,29.826,87.837,33.6,4.6,mb
2002,5,22,29.442,81.928,33,4.3,mb
2002,5,27,31.505,85.421,33,4.3,mb
2002,6,4,30.595,81.44,33,5.6,mwc
2002,6,4,30.473,81.447,33,4.6,mb
2002,6,4,30.323,81.243,33,4,mb
2002,6,4,30.425,81.398,33,4.4,mb
2002,6,5,30.392,81.264,33,4.4,mb
2002,6,6,30.457,81.251,33,4.7,mb
2002,6,9,30.501,81.457,33,4,mb
2002,6,16,29.845,87.853,12.8,4.3,mb
2002,6,20,25.842,88.932,39.8,4.5,mb
2002,7,9,29.889,87.995,33,4.7,mb
2002,7,16,27.774,87.468,33,4,mb
2002,8,1,29.895,87.948,33,4.4,mb
2002,8,6,29.912,87.87,33,4.6,mb
2002,8,16,30.059,87.887,33,4.1,mb
2002,8,22,29.818,88.087,38.5,4.5,mb
2002,8,31,29.871,87.878,33,5,mb
2002,9,27,29.784,87.885,33,4.4,mb
2002,10,11,31.229,88.229,60.9,4.7,mb
2002,10,11,29.919,88.009,33,4.4,mb
2002,10,29,28.007,87.423,33,4.1,mb
2002,11,4,28.855,82.208,33,4.2,mb
2002,11,5,31.014,86.576,41.3,4.8,mb
2002,11,13,30.744,84.145,33,4.1,mb
2002,12,16,29.725,87.822,33,4.2,mb
2002,12,27,29.662,87.725,33,4.2,mb
2002,12,30,30.717,86.272,51.3,4.2,mb
2003,1,16,29.8,88.006,12.2,5.1,mb
2003,1,18,28.622,81.95,33,4.3,mb
2003,2,26,28.347,86.449,33,4.6,mb
2003,2,26,29.906,87.893,33,4.2,mb
2003,3,21,29.748,80.566,33,4.2,mb
2003,4,4,30.026,80.008,33,4.7,mb
2003,5,3,30.325,81.331,33,4.3,mb
2003,5,18,29.511,81.86,33,4.4,mb
2003,6,3,30.629,86.033,33,4.4,mb
2003,6,23,27.79,88.168,80.3,4.2,mb
2003,7,1,30.924,86.377,33,4.3,mb
2003,7,28,28.698,82.045,33,4.2,mb
2003,8,20,30.169,82.219,33,4.6,mb
2003,9,3,30.583,80.432,33,4.8,mb
2003,9,29,27.358,87.738,33,4.6,mb
2003,11,14,30.495,86.08,33,4,mb
2003,11,15,30.24,83.103,33,4.2,mb
2003,11,22,28.277,83.767,30.9,4.3,mb
2003,11,22,28.202,83.767,33,4.3,mb
2003,11,23,28.297,83.773,32.3,4,mb
2003,12,10,30.469,83.278,33,4.5,mb
2004,1,3,27.739,85.931,17.1,4.9,mb
2004,1,6,30.539,86.042,46.2,4.6,mb
2004,2,18,27.361,87.758,20.7,4.7,mb
2004,2,27,28.127,87.66,68.1,4.8,mb
2004,3,1,30.368,80.496,58.6,4.8,mb
2004,3,1,30.744,80.963,93.9,4,mb
2004,3,11,30.467,82.631,27.9,4,mb
2004,4,3,29.846,81.118,76.5,4.6,mb
2004,4,17,29.705,81.051,10,4.1,mb
2004,5,21,30.623,85.116,15.9,4.2,mb
2004,5,29,28.512,82.702,25,4.1,mb
2004,6,24,29.868,87.905,20,4.3,mb
2004,6,26,30.038,88.052,56.8,4.2,mb
2004,6,30,29.848,87.871,25.1,4.3,mb
2004,7,1,29.878,87.915,35,4.2,mb
2004,7,8,29.844,87.997,32.6,4.2,mb
2004,7,11,30.694,83.672,13,6.2,mwb
2004,7,11,30.82,83.673,10,4.5,mb
2004,7,11,30.714,83.639,10,4.9,mb
2004,7,12,30.746,83.773,10,4.6,mb
2004,7,12,30.561,83.569,10,4,mb
2004,7,16,28.232,83.944,16.6,4,mb
2004,7,20,27.938,85.793,13.1,4.1,mb
2004,7,23,30.175,88.118,11.2,4.8,mb
2004,7,28,30.714,83.633,10,5,mwc
2004,8,10,30.288,83.316,10,4,mb
2004,8,21,29.944,88.086,26.2,4.2,mb
2004,8,21,29.887,88.032,48.3,4,mb
2004,8,25,30.366,83.359,33.2,4.5,mb
2004,8,25,30.214,86.066,47.7,4.4,mb
2004,9,6,31.281,81.292,28.8,4.1,mb
2004,9,9,29.466,80.281,5.5,4.4,mb
2004,9,9,31.196,81.222,67.6,4.2,mb
2004,9,12,29.502,81.575,11.9,4.5,mb
2004,10,5,31.68,84.92,10,4.2,mb
2004,10,26,31.024,81.154,10.1,5.6,mwc
2004,10,26,31.034,81.228,10,4.8,mb
2004,10,27,30.897,81.22,10,4.4,mb
2004,10,30,30.576,83.504,10,4.2,mb
2004,11,10,27.929,87.778,45,4.2,mb
2004,12,2,30.607,83.373,40.7,4.2,mb
2004,12,5,30.481,81.24,10,4.2,mb
2005,1,15,29.439,80.965,10,4.6,mb
2005,1,16,29.646,80.696,10,4.8,mb
2005,2,8,27.82,86.033,14.4,4.2,mb
2005,2,8,27.738,86.092,10,4.9,mb
2005,2,8,27.76,86.072,14.6,4.1,mb
2005,3,6,30.616,83.761,49.5,4.6,mb
2005,3,19,28.126,84.282,10,4.4,mb
2005,3,26,28.259,87.926,70.7,4.7,mwc
2005,4,7,29.299,81.451,22.7,4.1,mb
2005,4,7,30.491,83.662,11,6.3,mwc
2005,4,7,30.198,83.399,10,4.2,mb
2005,4,7,30.588,83.681,10,5.4,mwc
2005,4,7,30.323,83.756,10,5.1,mb
2005,4,7,30.276,83.633,10,4.2,mb
2005,4,8,30.226,83.597,10,4.3,mb
2005,4,8,30.285,83.501,10,4.4,mb
2005,4,8,29.865,82.709,10,4.1,mb
2005,4,8,30.249,83.311,10,4,mb
2005,4,8,30.527,83.67,10,5,mwc
2005,4,8,30.406,83.439,10,4,mb
2005,4,9,30.494,83.599,10,4.4,mb
2005,4,9,30.434,83.381,10,4,mb
2005,4,10,30.356,83.699,55.8,4.6,mb
2005,5,11,30.6,85.172,37.5,4.6,mb
2005,5,22,30.319,83.822,63.2,4.3,mb
2005,5,29,30.246,83.475,20.6,4.3,mb
2005,5,30,31.568,88.18,10,4,mb
2005,6,5,30.427,83.488,6.2,4.1,mb
2005,6,14,27.205,87.92,44.4,4.6,mb
2005,6,17,30.598,83.529,10,4,mb
2005,8,20,31.223,88.168,54,4.9,mwc
2005,8,20,31.144,88.206,10,4.4,mb
2005,8,28,27.636,87.419,38.8,4.8,mb
2005,10,10,30.242,83.389,35,4.4,mb
2005,10,25,30.146,81.208,49.9,4.9,mb
2005,10,29,29.525,81.577,48.5,4.6,mb
2005,10,31,29.731,81.857,47.1,4.7,mwc
2005,10,31,28.39,84.863,10,4.7,mwc
2005,11,6,29.731,81.868,49.5,5,mb
2005,12,10,29.172,82.344,10,4.6,ml
2005,12,12,29.278,82.021,35,4.7,mb
2005,12,25,28.576,86.087,54.9,4,mb
2006,1,20,31.44,85.01,37.3,4.6,mb
2006,1,30,30.168,80.225,40.8,4.1,mb
2006,2,1,30.288,80.483,50.6,4.7,mwc
2006,2,3,27.245,86.383,14.3,4.7,mwc
2006,2,14,27.382,88.388,30,5.3,mwc
2006,2,14,30.265,80.528,62.5,4.5,mb
2006,2,21,29.252,81.301,26.3,4.4,mb
2006,4,4,28.051,85.789,2.7,4.1,mb
2006,5,5,29.504,80.998,17.6,5,mb
2006,5,29,30.186,84.212,10,4,mb
2006,7,20,30.171,83.675,10,4.3,mb
2006,8,5,29.887,80.098,10,4.5,mb
2006,8,30,29.052,83.602,10,4.5,ml
2006,9,19,29.49,81.569,27.7,4.7,mb
2006,9,26,29.76,80.521,6.6,4.7,mb
2006,10,22,30.601,83.584,10,4.3,mb
2006,10,27,29.854,80.545,38.8,4.1,mb
2006,10,27,29.875,80.035,10,4.2,mb
2006,12,31,28.216,88.232,35,4.1,mb
2007,1,20,31.062,82.813,0.8,4.4,mb
2007,1,20,31.038,82.73,10,4.6,mb
2007,2,6,27.913,87.622,58.9,4.3,mb
2007,2,15,29.567,81.451,18.7,4.5,mb
2007,3,10,29.44,81.144,5.8,4.6,mb
2007,4,17,28.262,87.759,72.2,4.1,mb
2007,5,16,27.291,87.851,31.7,4,mb
2007,5,18,27.276,88.147,15.4,4.7,mb
2007,5,20,27.334,88.236,42.8,4.9,mwc
2007,7,14,31.765,88.628,51.1,4.6,mb
2007,8,1,29.213,82.196,10,4.5,mb
2007,8,3,27.196,86.932,64,4.3,mb
2007,8,9,31.343,80.155,10,4.5,mb
2007,8,11,27.344,87.737,35,5,mb
2007,8,15,31.284,85.346,71,4,mb
2007,9,1,27.853,87.873,73.1,4,mb
2007,10,18,29.833,82.065,35,4.2,mb
2007,10,29,27.945,85.38,16.1,4.7,mb
2007,11,5,28.2,84.453,2,4.3,mb
2007,11,13,30.084,83.267,35,4.2,mb
2008,1,9,32.288,85.166,10,6.4,mwc
2008,1,9,32.263,85.165,10,4.2,mb
2008,1,9,32.293,85.147,10,5,mb
2008,1,9,32.332,85.132,10,4.2,mb
2008,1,11,32.301,85.361,10,4.9,mb
2008,1,14,32.312,85.146,10,4.9,mwc
2008,1,16,32.331,85.158,9,5.9,mwc
2008,1,16,32.206,84.965,10,4.3,mb
2008,1,16,32.262,84.973,10,4.4,mb
2008,1,16,32.312,85.12,10,4,mb
2008,1,16,32.248,85.186,10,4.5,mb
2008,1,17,32.343,85.418,10,4.9,mwc
2008,1,18,32.274,85.353,10,4,mb
2008,1,19,32.198,85.092,20.5,4.2,mb
2008,1,22,32.168,85.143,10,4.7,mb
2008,1,22,32.349,85.262,5.4,5.5,mwc
2008,1,23,32.364,85.144,10,4.7,mb
2008,1,23,32.365,85.337,10,4.5,mb
2008,1,30,32.276,85.038,10,4,mb
2008,1,30,32.261,85.108,10,4.5,mb
2008,3,2,29.422,81.918,10,4.4,mb
2008,3,17,29.76,81.531,10,4.7,ml
2008,5,25,28.959,88.999,10,4.4,mb
2008,6,15,29.459,81.083,29,4.6,mb
2008,6,20,27.863,85.714,12.9,4.1,mb
2008,7,28,32.288,85.173,17.3,4.7,mb
2008,8,2,29.538,81.623,29.5,4.1,mb
2008,8,8,31.812,83.934,10,4.8,mwc
2008,8,19,30.077,80.013,15.5,4.2,mb
2008,8,25,30.901,83.52,12,6.7,mwc
2008,8,25,30.712,83.377,10,5,mb
2008,8,25,30.797,83.38,10,5.2,mb
2008,8,25,30.749,83.356,28.1,4.3,mb
2008,8,25,30.831,83.523,10,5.2,mb
2008,8,25,30.981,83.514,26,4.6,mb
2008,8,25,30.506,83.273,10,4.6,mb
2008,8,25,30.69,83.326,21.7,4.5,mb
2008,8,25,30.684,83.446,10,4.2,mb
2008,8,25,30.711,83.466,10,4.2,mb
2008,8,25,30.778,83.292,10,4.4,mb
2008,8,25,30.733,83.379,10,4.1,mb
2008,8,25,30.634,83.285,10,5.1,mwc
2008,8,25,30.928,83.473,21.4,5,mwc
2008,8,25,31.001,83.57,13,4,mb
2008,8,26,30.64,83.27,10,4.3,mb
2008,8,26,30.742,83.241,10,4.3,mb
2008,8,26,30.584,83.326,10,4.1,mb
2008,8,26,30.874,83.509,10,4,mb
2008,8,26,30.688,83.311,10,4.6,mb
2008,8,26,30.844,83.524,3.3,4.3,mb
2008,8,26,30.644,83.239,29.4,4.2,mb
2008,8,26,30.659,83.284,10,5,mb
2008,8,27,30.992,83.653,10,4.4,mb
2008,8,27,30.796,83.512,10,4.6,mb
2008,8,27,30.787,83.313,10,4.1,mb
2008,8,27,30.85,83.544,10,4.2,mb
2008,8,27,30.666,83.358,31.8,4.7,mb
2008,8,28,30.823,83.609,10,4,mb
2008,8,28,30.927,83.401,10,4.2,mb
2008,8,28,30.64,83.251,10,4.4,mb
2008,8,29,30.545,83.247,10,4,mb
2008,8,29,30.631,83.318,10,4.5,mb
2008,8,29,30.771,83.426,24.4,4.2,mb
2008,8,29,30.734,83.386,10,4.9,mwc
2008,8,30,30.562,83.313,10,4.3,mb
2008,8,30,30.755,83.44,10,5,mwc
2008,9,1,30.777,83.469,15.5,4.5,mb
2008,9,2,30.461,82.968,10,4,mb
2008,9,2,30.53,83.171,10,4,mb
2008,9,4,30.279,80.349,10,5,mwc
2008,9,4,30.782,83.362,6.9,4.2,mb
2008,9,7,30.507,83.133,10,4,mb
2008,9,10,30.783,83.591,10,5.3,mwc
2008,9,10,30.759,83.427,10,4.8,mb
2008,9,10,30.795,83.397,7.3,5.4,mwc
2008,9,10,30.693,83.386,10,4.4,mb
2008,9,15,30.738,83.273,10,4.1,mb
2008,9,19,28.579,86.671,69.2,4,mb
2008,9,20,31.149,83.746,10,4.1,mb
2008,9,20,30.99,83.522,10,4.2,mb
2008,9,25,30.836,83.487,4,6,mwc
2008,9,25,30.789,83.404,10,4.3,mb
2008,9,25,30.822,83.512,10,4.1,mb
2008,9,25,30.884,83.482,10,4.9,mwc
2008,10,5,30.658,83.278,10,4,mb
2008,10,5,30.738,83.224,10,4.3,mb
2008,10,22,30.517,83.481,10,4.1,mb
2008,10,24,30.991,83.557,10,4.2,mb
2008,10,25,30.833,83.533,10,4,mb
2008,11,14,30.249,83.72,19.8,4.2,mb
2008,11,17,29.19,88.226,11.6,4.6,mb
2008,11,18,30.254,83.766,34.8,4.5,mb
2008,11,25,30.633,83.483,10,4.5,mb
2008,11,25,30.74,83.637,10,4.2,mb
2008,12,2,27.373,88.051,24.7,5.2,mb
2008,12,4,30.57,83.365,10,4,mb
2008,12,7,30.713,83.105,10,4.1,mb
2008,12,8,29.948,82.051,35.6,5.3,mwc
2008,12,25,27.235,88.631,49.2,4.8,mb
2008,12,26,29.888,81.979,28,4.1,mb
2009,2,18,30.667,83.857,35,5.1,mwc
2009,3,18,30.634,83.734,32,4.1,mb
2009,6,6,30.996,86.314,10,4.9,mwc
2009,6,11,30.794,83.485,10,4.1,mb
2009,7,24,31.158,85.902,13.4,5.8,mwc
2009,7,24,30.945,85.81,10,4.1,mb
2009,9,29,30.888,83.49,10,5,mwc
2009,10,3,29.996,79.849,36.1,4.8,mb
2009,10,30,29.643,84.585,10,4.4,mb
2009,11,7,29.49,86.008,5.7,5.5,mwc
2009,11,20,30.762,83.448,19,5,mwc
2009,12,16,29.518,81.471,35,4.3,mb
2009,12,28,30.686,83.769,10,4.4,mb
2010,1,1,30.646,83.791,10,5.2,mwc
2010,1,11,29.744,80.557,35,4.7,mb
2010,2,19,30.678,83.848,43.2,4.2,mb
2010,2,22,30.069,80.034,10,4.6,mb
2010,2,25,29.701,81.68,35.2,4.3,mb
2010,2,26,28.474,86.745,89.1,5.1,mwc
2010,2,28,28.363,86.579,35,4,mb
2010,3,9,30.655,83.773,40.3,4.2,mb
2010,3,15,30.531,81.875,17.8,4.9,mwc
2010,3,15,30.64,81.953,29.5,4.9,mb
2010,3,23,30.427,83.839,35,4.1,mb
2010,5,1,30.099,80.026,35.5,4.5,mb
2010,6,2,31.406,80.251,35,4,mb
2010,6,13,29.587,81.446,19,4.7,mb
2010,6,13,29.547,81.486,10,4.6,mb
2010,6,22,29.872,80.428,16.3,5.2,mb
2010,7,4,29.854,80.375,11.6,4.7,mb
2010,7,5,31.064,80.538,10,4.8,mb
2010,7,6,29.841,80.397,32.8,5,mwc
2010,7,10,29.318,86.981,42.3,4.6,mb
2010,10,17,28.487,85.677,41.1,4.9,mb
2010,10,18,28.492,85.647,43,4,mb
2010,11,7,30.909,84.509,50.1,4,mb
2010,11,25,28.466,82.741,10,4,mb
2010,12,29,30.942,86.508,21.9,5.1,mwc
2010,12,29,31.089,86.905,10,4.4,mb
2010,12,29,30.797,86.454,8.4,4.9,mb
2011,2,10,27.215,88.211,46.2,4,mb
2011,2,13,27.388,86.941,28.6,4.5,mb
2011,4,4,29.698,80.754,26.1,5.3,mwb
2011,4,28,32.093,84.19,10,4.2,mb
2011,5,4,30.323,80.433,25.4,4.6,mb
2011,5,24,30.042,85.391,41.4,4.5,mb
2011,6,3,27.529,88.019,45.7,5,mb
2011,7,12,30.342,83.727,48.2,4.2,mb
2011,8,11,30.092,86.814,37.9,4.2,mb
2011,8,15,27.256,86.306,35,4,mb
2011,8,19,29.548,81.527,10,4,mb
2011,9,18,27.73,88.155,50,6.9,mww
2011,9,18,27.52,88.583,40.1,4.8,mb
2011,9,18,27.353,88.452,28.2,4.7,mb
2011,11,12,28.212,84.93,50.5,4.2,mb
2011,11,16,30.212,83.002,35,4,mb
2011,12,1,31.804,83.823,6.7,5.1,mwc
2011,12,14,27.504,87.955,47.5,4,mb
2011,12,22,31.868,86.389,35,4.9,mwc
2012,1,19,29.456,81.89,10,4,mb
2012,2,26,29.682,81.086,35,4.4,mb
2012,3,19,29.015,82.321,10,4.3,mb
2012,3,27,26.087,87.777,28.8,5,mb
2012,5,27,30.822,83.466,35,4.8,mb
2012,5,30,27.328,87.974,35.4,4.3,mb
2012,6,9,28.4,84.126,20.1,4.8,mb
2012,6,11,27.306,88.13,51.5,4.5,mb
2012,7,2,29.885,87.872,21.4,4.3,mb
2012,7,3,29.914,88.011,10,4.9,mb
2012,7,11,29.439,81.287,36.7,4.1,mb
2012,7,22,29.951,88.041,29.4,4.9,mb
2012,7,23,29.79,88.021,35,4.3,mb
2012,7,28,29.921,80.647,16.5,4.6,mb
2012,7,31,28.742,82.455,10,4.5,mb
2012,7,31,28.745,82.442,10,4.4,mb
2012,8,1,29.972,85.344,10,4.5,mb
2012,8,9,28.456,86.74,70.2,4.7,mb
2012,8,23,28.47,82.69,28.4,5,mb
2012,8,24,28.385,82.618,35,4,mb
2012,8,24,28.343,82.607,35,4.4,mb
2012,8,28,28.848,82.022,10,4.6,mb
2012,9,18,27.33,88.642,42.2,4.6,mb
2012,9,24,30.987,84.444,34,4.2,mb
2012,10,14,32.006,84.919,10,4,mb
2012,11,5,28.447,86.187,77.8,4.5,mb
2012,11,11,29.46,81.479,37.1,4.8,mb
2012,11,30,27.22,88.2,25,4.7,mb
2012,12,21,28.567,88.536,45.3,4.2,mb
2013,1,2,29.368,81.199,10,4.7,mb
2013,1,5,31.318,86.582,35,4.8,mb
2013,1,9,29.694,81.711,15.3,5,mb
2013,1,17,29.412,81.429,39.1,4.5,mb
2013,2,19,25.35,89.03,11.8,4.1,mb
2013,2,21,29.921,87.994,21.4,4.2,mb
2013,3,6,28.758,82.294,10,5,mb
2013,4,6,30.039,88.051,35,4.6,mb
2013,4,19,27.333,87.853,47.1,4.2,mb
2013,5,13,31.494,86.375,10,4.1,mb
2013,5,14,29.4,82.015,35,4,mb
2013,5,15,31.414,86.589,27.5,5.1,mb
2013,5,16,31.504,86.604,25.3,5.2,mb
2013,5,16,31.241,86.407,26.4,4.4,mb
2013,5,16,31.377,86.512,24.3,4.7,mb
2013,5,16,31.47,86.687,26.3,4,mb
2013,5,17,31.477,86.513,27.6,4.4,mb
2013,5,17,31.357,86.321,27,4.1,mb
2013,6,28,28.655,82.279,24.8,5,mb
2013,7,15,28.383,87.599,52.5,4.7,mb
2013,8,2,29.9248,87.8236,29.42,4.2,mb
2013,8,4,28.2703,87.1352,35.51,4.3,mb
2013,8,6,31.4444,86.4483,8.91,5.2,mb
2013,8,6,31.4676,86.4892,10,4.8,mb
2013,8,30,28.1613,85.8966,54.65,4.9,mb
2013,8,30,28.0742,85.7479,45.78,4.1,mb
2013,9,15,30.9206,83.2204,32.81,4.4,mb
2013,9,22,31.4853,86.5844,12.62,4.2,mb
2013,10,3,27.2898,88.4022,9.87,5.2,mb
2013,11,3,29.3825,81.8689,38.58,4,mb
2013,12,8,27.7317,87.6012,44.81,4,mb
2014,3,30,31.3961,86.4624,13.47,5.3,mb
2014,3,30,31.4096,86.4486,25.85,4.2,mb
2014,4,12,31.498,86.4077,27.65,4.1,mb
2014,6,7,30.2645,81.6031,27.1,4.5,mb
2014,6,11,31.3833,86.3077,10,4,mb
2014,6,13,29.3624,86.2519,15.43,4,mb
2014,7,3,30.2451,80.3384,35,4,mb
