yyyy,mm,dd,latitude,longitude,depth,mag,magType
2014,7,6,30.3227,80.3415,43.73,4.1,mb
2014,7,7,29.4202,81.099,16.32,4.4,mb
2014,7,11,30.9429,86.3943,12.25,4.1,mb
2014,8,3,29.1576,85.322,10,4.3,mb
2014,8,3,29.2757,85.4967,10,5.2,mb
2014,8,22,28.0356,87.7815,59.96,4.4,mb
2014,8,24,30.0384,79.9591,10,4.4,mb
2014,8,29,29.8382,87.8748,25.32,4.2,mb
2014,10,1,30.4289,82.1111,44.3,4.2,mb
2014,10,29,31.0958,86.5364,29.52,4.3,mb
2014,11,25,28.2061,84.7414,21.05,4.4,mb
2014,12,6,30.6685,80.0267,10,4.1,mb
2014,12,18,27.7395,86.3702,33.6,5,mb
2014,12,26,28.5278,87.3541,57.27,4.9,mb
2015,1,5,28.8652,81.6126,34.47,4.2,mb
2015,1,22,29.3853,81.0522,40.66,4,mb
2015,1,31,28.2987,83.9732,32.41,4.8,mb
2015,2,13,31.215,80.3855,29.91,4.1,mb
2015,2,14,31.3449,80.3877,32.72,4.2,mb
2015,4,2,28.7007,86.3309,57.33,4.6,mb
2015,4,21,28.8947,82.3938,10,5,mb
2015,4,22,28.9068,82.5414,10,4.4,mb
2015,4,25,28.2305,84.7314,8.22,7.8,mww
2015,4,25,27.6285,85.5398,10,6.1,mb
2015,4,25,27.6857,86.0213,10,5.6,mb
2015,4,25,28.2046,84.492,10,5.4,mb
2015,4,25,27.8006,85.1141,10,5.1,mb
2015,4,25,27.687,85.5854,10,5,mb
2015,4,25,27.7006,85.5043,10,4.8,mb
2015,4,25,27.8478,85.0717,10,4.7,mb
2015,4,25,27.7244,85.9479,10,4.6,mb
2015,4,25,27.7435,85.8302,10,5.1,mb
2015,4,25,27.5862,85.5012,10,4.6,mb
2015,4,25,28.2244,84.8216,10,6.6,mww
2015,4,25,27.672,85.2009,10,5,mb
2015,4,25,27.8822,85.7505,10,5.5,mb
2015,4,25,27.7219,86.0061,10,5.1,mb
2015,4,25,27.4173,86.0237,10,4.4,mb
2015,4,25,27.964,84.6843,10,4.4,mb
2015,4,25,28.029,85.3682,10,4.2,mb
2015,4,25,27.9482,85.5837,10,4.3,mb
2015,4,25,27.7879,85.914,10,4.9,mb
2015,4,25,27.615,85.7307,10,4.8,mb
2015,4,25,27.8818,85.6791,10,4.7,mb
2015,4,25,27.7574,85.3405,10,4,mb
2015,4,25,27.8854,85.8478,10,4.2,mb
2015,4,25,27.8053,85.8924,10,4.4,mb
2015,4,25,27.6891,84.9918,10,4.3,mb
2015,4,25,27.9633,85.6099,10,4.3,mb
2015,4,25,27.6821,85.7383,10,4.5,mb
2015,4,25,27.8172,85.5955,10,5,mb
2015,4,25,27.846,85.4875,10,4.4,mb
2015,4,25,27.8426,85.7676,10,4.4,mb
2015,4,25,27.8132,85.7943,10,4.6,mb
2015,4,25,27.7014,85.7563,10,4.9,mb
2015,4,25,27.8549,85.7931,10,4.7,mb
2015,4,25,27.6429,85.16,10,4.9,mb
2015,4,25,27.8166,85.5666,10,4.6,mb
2015,4,25,27.9351,84.6218,10,5,mb
2015,4,25,27.6708,85.9539,10,4.6,mb
2015,4,25,27.7292,85.1727,10,4.2,mb
2015,4,25,27.7404,84.8893,10,4.4,mb
2015,4,25,27.5866,85.5058,10,5.3,mb
2015,4,25,27.8084,85.0718,10,4.4,mb
2015,4,25,27.8743,85.3426,10,4.8,mb
2015,4,25,28.3902,87.3173,10,5.7,mb
2015,4,25,27.7192,85.7503,10,4.7,mb
2015,4,25,28.0061,85.3104,10,4.4,mb
2015,4,25,27.9945,85.5209,10,4.9,mb
2015,4,25,28.0668,84.8842,10,4.4,mb
2015,4,25,27.5326,85.7255,10,4,mb
2015,4,25,28.2838,84.7255,10,4.2,mb
2015,4,25,27.7999,85.8035,10,4.4,mb
2015,4,25,27.7704,85.8322,10,4.1,mb
2015,4,25,27.6033,85.9565,10,4.8,mb
2015,4,25,28.1447,84.6237,10,4.2,mb
2015,4,25,27.5075,85.6304,10,4,mb
2015,4,25,27.8061,85.8842,10,4.6,mb
2015,4,25,27.933,85.5471,10,4.2,mb
2015,4,25,27.6021,86.0505,10,4,mb
2015,4,25,27.4923,86.0058,10,4.4,mb
2015,4,25,27.6483,85.4309,10,4.5,mb
2015,4,25,28.0596,85.0566,10,4.2,mb
2015,4,25,27.8638,85.9255,10,4.2,mb
2015,4,25,27.6645,85.8954,10,4.3,mb
2015,4,25,27.9261,85.449,10,4.5,mb
2015,4,25,27.4844,86.0952,10,4,mb
2015,4,25,28.0979,84.5594,10,5.2,mb
2015,4,25,27.8055,85.7909,10,4.3,mb
2015,4,25,28.0768,85.0378,10,4.6,mb
2015,4,25,27.7266,85.9826,10,4.7,mb
2015,4,25,27.7109,85.8748,10,4.6,mb
2015,4,25,27.8695,85.6359,10,4.9,mb
2015,4,25,28.238,85.829,10,5.1,mwr
2015,4,25,28.2139,86.1072,35.26,4.5,mb
2015,4,25,27.6376,85.3501,14.2,4.2,mb
2015,4,25,27.9754,84.5282,10,4.4,mb
2015,4,25,27.6437,85.9241,10,4.4,mb
2015,4,25,27.7657,85.8114,23.88,4.6,mb
2015,4,25,27.6038,86.0873,9.21,4,mb
2015,4,25,27.7993,84.8715,13.61,5.1,mww
2015,4,25,27.6678,86.0726,15.68,4.5,mb
2015,4,25,27.6098,85.8354,6.57,4.1,mb
2015,4,26,27.5936,85.4424,10,4.2,mb
2015,4,26,27.6257,86.0531,10,4.1,mb
2015,4,26,28.2272,84.5858,10,4.5,mb
2015,4,26,27.469,85.5624,10,4.3,mb
2015,4,26,28.1724,84.6699,10,4,mb
2015,4,26,28.0281,85.3595,10,4.1,mb
2015,4,26,27.9966,84.7082,10,4.5,mb
2015,4,26,27.7711,86.0173,22.91,6.7,mww
2015,4,26,27.7004,85.9136,10,4.9,mb
2015,4,26,27.7555,85.9822,10,4.7,mb
2015,4,26,27.0336,85.9863,10,4.3,mb
2015,4,26,27.7325,86.0078,10,4.2,mb
2015,4,26,27.8072,85.781,10,4.3,mb
2015,4,26,28.0119,85.8449,10,4.4,mb
2015,4,26,27.7307,85.854,10,4.6,mb
2015,4,26,27.9232,85.8032,10,4.4,mb
2015,4,26,27.4422,85.9371,10,4.3,mb
2015,4,26,27.5683,85.7179,8.42,4,mb
2015,4,26,27.8112,85.4088,10,4.5,mb
2015,4,26,27.686,85.9657,10,4.5,mb
2015,4,26,28.1223,84.6464,10,4.3,mb
2015,4,26,27.8297,85.865,14,5,mwb
2015,4,26,27.7579,85.3686,10,4.2,mb
2015,4,26,27.9888,84.7645,10,4.4,mb
2015,4,26,27.8804,85.7813,10,4.3,mb
2015,4,26,27.5298,85.6751,10,4.6,mb
2015,4,27,27.6794,84.9579,10,4.1,mb
2015,4,27,27.4565,85.7818,10,4.3,mb
2015,4,27,27.9352,84.7251,10,4.1,mb
2015,4,27,27.8347,86.1373,10,4,mb
2015,4,27,26.8644,88.055,31.71,5.1,mb
2015,4,27,28.0231,84.5829,19.52,4.3,mb
2015,4,27,27.6802,85.6085,10,4.3,mb
2015,4,27,27.8065,85.8855,10,4,mb
2015,4,27,27.6728,85.1212,10,4.3,mb
2015,4,27,28.0066,84.682,21.35,4.8,mb
2015,4,27,31.7602,83.5157,10,4.2,mb
2015,4,27,27.841,85.7877,10,4.2,mb
2015,4,27,27.9641,85.2821,10,4.2,mb
2015,4,28,27.9577,85.8817,10,4.1,mb
2015,4,29,27.7449,84.564,10,4.2,mb
2015,4,29,27.864,85.4086,10,4.6,mb
2015,4,29,28.0838,84.676,18.76,4.1,mb
2015,4,29,27.8677,85.7031,10,4.4,mb
2015,4,29,28.33,87.2319,10,4.5,mb
2015,4,30,27.9057,84.6664,10,4.3,mb
2015,5,1,28.5301,86.2397,10,4,mb
2015,5,1,27.7249,84.6329,10,4.1,mb
2015,5,1,27.6072,85.5759,10,4,mb
2015,5,2,27.3802,85.1775,10,4,mb
2015,5,2,27.7751,85.9042,10,4,mb
2015,5,2,27.7972,85.3532,10,4,mb
2015,5,2,28.3143,84.6576,10,4.9,mb
2015,5,2,27.9171,85.369,10,4.2,mb
2015,5,2,27.6545,85.9494,10,4.3,mb
2015,5,2,27.6395,85.9324,10,4.3,mb
2015,5,3,27.7665,84.6005,10,4,mb
2015,5,3,27.6999,84.9331,10,4.3,mb
2015,5,3,27.7349,85.8791,10,4.2,mb
2015,5,4,27.6326,85.9746,10,4.5,mb
2015,5,4,27.926,86.1704,10,4,mb
2015,5,4,27.7864,86.0097,10,4.1,mb
2015,5,4,27.8147,85.9036,10,4.2,mb
2015,5,5,27.7226,85.9867,10,4.1,mb
2015,5,5,27.6962,85.9535,10,4.1,mb
2015,5,8,27.6418,85.979,11.56,4.9,mb
2015,5,8,27.8668,85.9591,10,4.2,mb
2015,5,8,27.9634,85.0259,10,4,mb
2015,5,10,27.7776,86.001,10,4,mb
2015,5,10,27.4485,85.5858,10,4.3,mb
2015,5,11,28.0071,85.827,10,4,mb
2015,5,11,27.9326,85.9366,10,4.3,mb
2015,5,11,27.7589,85.789,10,4.3,mb
2015,5,12,27.8087,86.0655,15,7.3,mww
2015,5,12,27.7141,86.2177,13.01,5.5,mb
2015,5,12,27.3073,86.2369,10,4.9,mb
2015,5,12,27.5796,86.2338,10,4.8,mb
2015,5,12,27.5589,86.2566,10,5,mb
2015,5,12,27.7477,86.0099,10,4.1,mb
2015,5,12,27.7458,86.2449,10,5.4,mb
2015,5,12,27.625,86.1617,15,6.3,mww
2015,5,12,27.6521,86.2387,11.77,4.9,mb
2015,5,12,27.5579,86.039,10,4.9,mb
2015,5,12,27.7224,86.2576,10,4.9,mb
2015,5,12,27.7351,86.5554,10,4.5,mb
2015,5,12,27.9198,86.1387,10,4.2,mb
2015,5,12,27.7221,86.0161,15,5,mb
2015,5,12,27.4654,85.7306,10,4.3,mb
2015,5,12,27.7629,85.7574,15,5.1,mb
2015,5,12,27.7298,86.1316,15,5.2,mb
2015,5,12,27.7486,86.0692,10,4.8,mb
2015,5,12,28.1877,86.0143,16.34,4.3,mb
2015,5,12,27.7042,86.2108,10,4.4,mb
2015,5,12,27.7431,86.01,10,4,mb
2015,5,12,27.6469,86.2138,10,4.3,mb
2015,5,12,28.0084,86.3358,10,4,mb
2015,5,12,27.7729,86.195,10,4.5,mb
2015,5,12,27.7318,86.0672,10,4.6,mb
2015,5,12,27.6658,86.2505,10,4.5,mb
2015,5,12,27.7617,85.9301,10,4.2,mb
2015,5,12,27.7172,86.1734,10,4.3,mb
2015,5,12,27.6896,85.9158,10.01,4.4,mb
2015,5,12,27.6606,86.0849,10,4.5,mb
2015,5,12,27.7987,86.4044,10,4.6,mb
2015,5,12,27.716,86.2746,10,4.5,mb
2015,5,12,27.4765,86.3405,10,4,mb
2015,5,12,27.7305,86.199,10,4,mb
2015,5,12,27.6414,86.2033,10,4.2,mb
2015,5,12,27.8202,85.982,10,4.1,mb
2015,5,12,27.6838,86.1369,10,4.4,mb
2015,5,12,27.6936,85.9018,10,4.3,mb
2015,5,12,27.6751,85.9931,10,4.5,mb
2015,5,12,27.6406,85.8062,10,4,mb
2015,5,12,27.6132,85.9896,10,4.4,mb
2015,5,12,27.8728,85.9511,10.61,4.1,mb
2015,5,12,27.6516,86.1632,7.9,4.2,mb
2015,5,12,27.7461,85.9016,10,4.4,mb
2015,5,12,27.7321,85.8975,10,4.4,mb
2015,5,12,27.6013,86.2659,10,4.5,mb
2015,5,12,27.721,86.2602,10,4.4,mb
2015,5,12,27.7866,86.0808,10,4.2,mb
2015,5,12,27.6485,86.2971,10,4.4,mb
2015,5,12,27.7411,86.2211,10,4,mb
2015,5,12,27.617,86.2307,10,4,mb
2015,5,12,27.712,85.9418,6.54,4.4,mb
2015,5,12,27.4989,86.1266,10,4.8,mb
2015,5,12,27.717,86.2514,15.68,4,mb
2015,5,12,27.6456,86.294,11.23,4.1,mb
2015,5,12,27.6432,86.1584,10.93,4.3,mb
2015,5,12,27.6868,86.1308,8.52,4.5,mb
2015,5,12,27.5858,85.1413,13.35,4.3,mb
2015,5,12,27.9152,86.2389,5.36,4,mb
2015,5,12,27.783,84.6384,10,5.2,mb
2015,5,12,27.8032,86.0034,10,4,mb
2015,5,13,27.6695,86.2315,10,4.1,mb
2015,5,13,27.6248,86.3299,10,4.1,mb
2015,5,13,27.6539,86.1557,10,4.7,mb
2015,5,13,27.7582,86.1379,10,4.5,mb
2015,5,13,27.7201,86.1891,10,4.8,mb
2015,5,13,27.7666,86.3084,10,4.2,mb
2015,5,13,27.8014,86.038,10,4.2,mb
2015,5,13,27.7199,86.0503,8.38,5,mb
2015,5,14,27.6713,86.1515,10,4.4,mb
2015,5,15,27.9719,84.7499,10,4.9,mb
2015,5,16,28.0074,84.5187,10,4.1,mb
2015,5,16,27.6386,85.713,10,4.7,mb
2015,5,16,27.4751,85.1653,10,4.2,mb
2015,5,16,27.5603,86.0734,7,5.5,mww
2015,5,16,28.0094,84.6978,10,4.1,mb
2015,5,16,27.6804,85.9514,10,4.4,mb
2015,5,17,27.5777,85.8239,10,4.3,mb
2015,5,18,27.9438,84.6997,10,4.1,mb
2015,5,18,27.5867,85.8925,10,4.4,mb
2015,5,19,27.7722,85.868,10,4.2,mb
2015,5,20,27.3231,85.0483,10,4.6,mb
2015,5,21,27.8173,85.209,10,4,mb
2015,5,22,27.9555,84.9671,10,4.7,mb
2015,5,22,27.5438,86.0511,10,4.3,mb
2015,5,22,27.6635,85.6936,10,4.1,mb
2015,5,22,29.8042,81.6888,10,4.3,mb
2015,5,24,28.0271,84.6734,10,4.4,mb
2015,5,25,28.5718,87.2411,42.44,4.3,mb
2015,5,26,28.2338,85.1005,10,4.6,mb
2015,5,27,27.3256,84.6635,10,4,mb
2015,5,27,27.4029,84.716,10,4.4,mb
2015,5,27,28.2528,84.9717,10,4.1,mb
2015,5,28,28.0923,84.6435,10,4,mb
2015,5,29,27.9798,84.7819,10,4.8,mb
2015,5,30,27.8802,84.9263,10,4.3,mb
2015,6,3,28.011,86.0953,10,4,mb
2015,6,7,27.9734,85.5328,10,4.2,mb
2015,6,11,27.8955,85.7959,10,4.2,mb
2015,6,11,27.8321,85.5836,24.49,4.8,mb
2015,6,11,28.115,84.6937,10.32,4.4,mb
2015,6,12,27.7705,86.0379,10,4,mb
2015,6,13,27.6326,86.0709,10,4.8,mb
2015,6,14,28.1763,85.7529,10,4.1,mb
2015,6,17,27.7381,85.2944,5.7,4,mb
2015,6,17,27.9426,85.4981,10,4.3,mb
2015,6,17,28.2774,85.8766,10,4.3,mb
2015,6,20,28.5523,82.6319,10,4.7,mb
2015,6,21,27.8059,86.0295,10,4.1,mb
2015,6,22,27.5413,85.9898,10,4.3,mb
2015,6,28,28.0316,86.056,10,4.7,mb
2015,6,29,28.003,85.6279,10,4,mb
2015,6,29,27.4724,85.7525,10,4.3,mb
2015,7,2,27.9835,85.5714,10,4.2,mb
2015,7,3,27.7236,84.9064,3.36,4.5,mb
2015,7,6,27.9368,85.6886,10,4.2,mb
2015,7,7,29.6068,81.733,10,4.2,mb
2015,7,10,27.7297,86.0836,10,4.2,mb
2015,8,1,28.532,85.6808,10,4,mb
2015,8,1,28.7475,87.6636,34.28,4.4,mb
2015,8,5,30.3652,80.3368,10,4.1,mb
2015,8,9,28.2257,84.8043,10,4.2,mb
2015,8,14,27.5691,86.086,10,4.6,mb
2015,8,15,27.3759,87.8566,10,4.4,mb
2015,8,15,27.7023,85.9473,10,4.7,mb
2015,8,17,27.9066,86.1322,10.44,4.2,mb
2015,8,23,27.8355,86.0795,10,5,mb
2015,8,24,28.3466,87.2202,10.53,4,mb
2015,8,30,27.6519,85.6673,10,4.5,mb
2015,9,1,27.6836,86.2819,16.02,4.1,mb
2015,9,12,31.6437,87.7942,14.92,4.2,mb
2015,9,16,27.5875,86.1894,7.48,4.2,mb
2015,9,22,27.6915,85.0633,10,4.4,mb
2015,9,29,29.996,80.3737,35,4.6,mb
2015,9,29,27.7769,85.8162,10,4.4,mb
2015,10,5,27.6395,86.0343,10,4.5,mb
2015,10,5,27.7703,86.1587,10,4.3,mb
2015,10,5,31.4974,86.4956,10,4.5,mb
2015,10,6,27.7479,86.1479,10,4,mb
2015,10,6,27.6712,85.9838,14.04,4.3,mb
2015,10,7,27.8771,84.8817,34.7,4.2,mb
2015,10,9,28.8999,86.3397,10,4,mb
2015,10,9,28.8544,86.469,10,4.9,mb
2015,10,10,27.2548,88.8009,48.22,4.3,mb
2015,10,12,28.9796,86.3729,10,4.5,mb
2015,11,19,27.8525,85.6776,16.51,5,mb
2015,11,24,28.1552,84.7587,8.19,4.6,mb
2015,12,18,29.3985,81.6541,10,5.4,mb
2015,12,26,29.1913,81.42,10,4.1,mb
2016,1,13,29.7043,88.0054,10,4.4,mb
2016,1,14,29.4873,87.8145,10,4.1,mb
2016,1,21,28.0269,85.0515,19.01,4.5,mb
2016,1,26,29.5248,87.8553,24.65,4.2,mb
2016,1,28,29.4663,87.9565,10,4.1,mb
2016,1,31,29.6637,84.2327,10,4.2,mb
2016,1,31,29.6353,84.2685,10,4.1,mb
2016,2,5,27.8782,85.3377,23.53,5.2,mb
2016,2,9,30.8319,86.284,32.43,4.7,mb
2016,2,10,27.7118,85.6292,21.15,4.1,mb
2016,2,21,27.9633,84.6943,16.72,5.1,mb
2016,2,24,27.8322,85.7365,10,4.7,mb
2016,3,13,27.8303,84.8208,10,4.4,mb
2016,3,14,27.7234,85.534,27.09,4.3,mb
2016,3,30,27.8164,85.5483,10,4.1,mb
2016,4,4,27.5381,85.8383,23.69,4.2,mb
2016,4,9,27.6354,85.3002,10.22,4.1,mb
2016,4,12,27.6062,86.0621,10,4.3,mb
2016,4,16,28.3437,87.4392,10,4.1,mb
2016,4,19,28.3381,87.8381,55.92,4.3,mb
2016,5,3,29.6379,87.9346,25.81,4.1,mb
2016,5,9,28.21,85.7631,39.31,4.2,mb
2016,5,11,27.9448,84.9277,10.23,4.5,mb
2016,5,11,28.0545,84.5639,15.99,4.5,mb
2016,5,13,27.958,85.5191,10,4,mb
2016,5,14,27.8608,85.3631,22.11,4.4,mb
2016,5,21,28.2817,87.3528,10,4,mb
2016,5,22,28.4767,87.5067,6.99,4.5,mb
2016,5,22,28.2457,87.2227,10.37,4,mb
2016,5,22,28.4538,87.5326,9.36,5.4,mwc
2016,5,22,28.5654,87.4796,4.44,5.1,mb
2016,5,22,28.3854,87.3554,10,4,mb
2016,5,22,28.5599,87.5853,11.05,4.3,mb
2016,5,23,28.4178,87.4903,10,4.2,mb
2016,5,23,27.704,85.0896,10,4.3,mb
2016,5,26,28.4555,87.4821,10,4,mb
2016,5,28,28.0097,85.4237,10,4.6,mb
2016,6,13,27.9339,84.4925,10,4.1,mb
2016,6,22,31.618,85.1956,10,4.4,mb
2016,6,27,28.7638,87.4704,10,4.7,mb
2016,6,29,29.5553,81.1306,9.03,4.6,mb
2016,7,2,29.5139,81.0984,10,4.4,mb
2016,9,9,30.3571,82.8488,35,4.3,mb
2016,9,10,30.2163,82.6753,35,4.9,mb
2016,9,18,27.8196,85.4746,25.2,4.2,mb
2016,10,1,30.9806,88.1037,34.62,4.2,mb
2016,10,7,28.35,85.9666,10,4,mb
2016,11,27,27.8015,86.5319,10,5.4,mb
2016,12,1,29.979,80.6321,31.96,5.2,mb
2017,1,4,30.4946,83.7309,10,4.7,mb
2017,1,19,28.9824,88.2848,10,4.1,mb
2017,2,1,30.6877,83.3674,10,5.1,mb
2017,2,6,32.0126,83.978,10,4.6,mb
2017,2,26,30.2107,83.5019,10,4.7,mb
2017,2,27,27.4259,86.0789,11.23,4.7,mb
2017,2,27,27.3706,85.9319,20.28,4.6,mb
2017,3,7,26.9162,89.1143,10,4,mb
2017,3,26,27.1419,88.5534,24.39,4.5,mb
2017,3,26,30.5998,83.6889,34.76,4.2,mb
2017,4,24,29.6836,81.3034,18.73,4.3,mb
2017,4,27,29.2836,86.0168,8,4.4,mb
2017,5,16,27.3266,88.1714,10,4.2,mb
2017,7,2,27.2384,86.1159,10,4.8,mb
2017,7,15,28.8507,81.6418,27.7,4.3,mb
2017,7,15,30.6609,82.7985,51.53,4.6,mb
2017,8,21,27.5881,86.1237,10,4.5,mb
2017,8,22,29.3871,81.1558,10,4.6,mb
2017,9,1,32.0662,82.6488,10,4.8,mb
2017,10,6,30.0189,86.7671,10,4.4,mb
2017,11,6,29.6127,81.2918,10,4.6,mb
2017,11,7,30.2645,87.4355,9.83,4.6,mb
2017,12,2,27.2856,88.0806,10,4.2,mb
2017,12,8,27.7618,86.1471,10,5,mb
2018,2,8,30.3854,87.8193,10,4.2,mb
2018,2,11,30.4816,87.4907,12.07,4.2,mb
2018,2,28,30.3194,87.3792,10,4,mb
2018,3,1,30.362,87.6339,11.41,4.9,mb
2018,4,12,31.4116,80.6072,10,4.1,mb
2018,4,19,31.2589,80.4048,29.83,4,mb
2018,5,8,28.0604,87.4282,32.61,4,mb
2018,5,10,28.4517,87.421,4.66,4.4,mb
2018,6,5,29.6464,81.6777,10,4.7,mb
2018,6,17,27.4201,88.4739,49.76,4.4,mb
2018,6,20,26.9633,87.505,38.3,4.4,mb
2018,6,20,27.1508,87.8133,52.91,4.4,mb
2018,6,28,30.3943,87.5273,10,4.2,mb
2018,6,28,27.8919,84.8272,10,4.8,mb
2018,7,7,31.8069,83.7746,10,4.4,mb
2018,8,1,30.4062,87.4905,10,4.3,mb
2018,8,1,30.3493,87.6027,10,5.2,mww
2018,10,5,28.874,81.5789,10,4.4,mb
2018,10,5,28.7099,81.4792,10,4.3,mb
2018,10,22,30.2176,87.6309,11.42,4.5,mb
2018,10,22,30.4664,87.7783,13.83,4.8,mb
2018,10,31,30.3789,87.6483,10,4.7,mb
2018,10,31,30.2891,87.4647,10,5,mb
2018,11,7,30.5052,87.9351,10,4.4,mb
2018,11,11,29.9248,80.6472,10,4.5,mb
2018,11,28,30.488,87.8361,10,4.1,mb
2018,12,22,27.7764,85.5548,10,4.1,mb
2018,12,23,30.4079,87.62,10,5.8,mww
2018,12,23,30.4684,86.7946,10,5,mb
2018,12,23,30.1798,87.4547,10,4.9,mb
2018,12,24,30.2227,87.4245,10,4.2,mb
2019,1,20,30.3908,87.6229,9.85,5.2,mb
2019,1,20,30.3859,87.6754,9.97,4.7,mb
2019,1,22,27.2579,86.9202,10,4.3,mb
2019,2,6,29.2611,87.2216,10,4.1,mb
2019,2,7,29.2915,87.2699,10,4.2,mb
2019,3,6,30.1682,87.368,10,4.1,mb
2019,4,12,30.1742,87.4938,10,4.5,mb
2019,4,14,29.5192,81.2864,10,4,mb
2019,4,24,27.7651,85.0667,27.34,4.7,mb
2019,4,29,32.0014,83.7165,10,4,mb
2019,4,30,29.533,85.3709,10,4.2,mb
2019,5,11,28.8684,81.5715,31.28,4.5,mb
2019,5,17,27.9487,84.7453,10,4.7,mb
2019,5,25,27.6468,86.3425,10,4.5,mb
2019,5,25,29.5741,81.4056,49.39,4,mb
2019,5,26,30.3288,87.661,10,4.7,mb
2019,5,26,30.3347,87.5686,10,4.8,mb
2019,6,17,28.4217,87.173,84.75,4.6,mb
2019,8,9,28.4321,83.3273,10,4.4,mb
2019,8,24,30.6928,87.8718,10,4.1,mb
2019,8,27,28.9012,86.4476,10,4.5,mb
2019,9,16,29.691,80.7419,10,4.5,mb
2019,9,22,28.4605,84.3309,18.23,4.5,mb
2019,9,26,28.0869,84.4371,10,4.4,mb
2019,9,28,30.026,81.5319,10,4.4,mb
2019,10,26,30.5449,87.3847,10.44,4,mb
2019,11,12,30.0659,80.2927,10,4.3,mb
2019,11,19,29.3228,81.1433,10,5,mww
2019,11,27,28.1658,87.8728,64.65,4.4,mb
2019,11,27,27.7986,85.8214,10,4.6,mb
2019,11,28,30.4965,84.2884,15.1,4.6,mb
2019,12,12,27.9194,85.7168,10,4.2,mb
2020,1,5,29.9815,85.4049,10,4.4,mb
2020,1,5,30.3664,85.5587,10,4.3,mb
2020,1,12,29.4848,81.705,10,4.4,mb
2020,1,12,29.4841,81.5921,10,4.3,mb
2020,2,8,30.0278,79.9831,18.78,4.7,mb
2020,3,15,28.2184,83.5923,10,4.3,mb
2020,3,20,28.5896,87.3081,10,5.7,mww
2020,3,24,28.6107,87.2197,10,4,mb
2020,5,12,27.7046,86.0378,10,4.9,mb
2020,5,30,27.8896,84.8784,10,4.3,mb
